tweet,label_str,label,source,tokens,cleaned_text
አንገት እንጂ ደረት እዛ ሄደ እንዴ? ?? ?????♂️,neutral,2,afrisenti,"['አንገት', 'እንጂ', 'ደረት', 'እዛ', 'ሄደ', 'እንዴ']",አንገት እንጂ ደረት እዛ ሄደ እንዴ
" ""የስራ አጥነት ችግርን ለመቀነስ ትኩረት ሊሰጠው ይገባል""",negative,1,policy,"['የስራ', 'አጥነት', 'ችግርን', 'ለመቀነስ', 'ትኩረት', 'ሊሰጠው', 'ይገባል']",የስራ አጥነት ችግርን ለመቀነስ ትኩረት ሊሰጠው ይገባል
" ""ለተደረገው መልካም አገልግሎት ምስጋናዬ ይድረሳችሁ""",positive,0,policy,"['ለተደረገው', 'መልካም', 'አገልግሎት', 'ምስጋናዬ', 'ይድረሳችሁ']",ለተደረገው መልካም አገልግሎት ምስጋናዬ ይድረሳችሁ
'የጋራ የእሑድ አምልኮ ቀናችንን ሊያስተጓጉል የሚፈልግ ሰይጣን በእየሱስ ስም ከምድራችን ላይ ይነሳ ዕቅዱም ይፍረስ ዛሬ እሑድ ነው የእኛ ቀን የቤተክርስቲያን ቀን ነው በፍፁ',positive,0,afrisenti,"['የጋራ', 'የእሁድ', 'አምልኮ', 'ቀናችንን', 'ሊያስተጓጉል', 'የሚፈልግ', 'ሰይጣን', 'በእየሱስ', 'ስም', 'ከምድራችን', 'ይነሳ', 'እቅዱም', 'ይፍረስ', 'እሁድ', 'የእኛ', 'ቀን', 'የቤተክርስቲያን', 'ቀን', 'በፍጹ']",የጋራ የእሁድ አምልኮ ቀናችንን ሊያስተጓጉል የሚፈልግ ሰይጣን በእየሱስ ስም ከምድራችን ይነሳ እቅዱም ይፍረስ እሁድ የእኛ ቀን የቤተክርስቲያን ቀን በፍጹ
'አትጠራጠሩ ይህንን ክፉ ጊዜ እናልፈዋለን ! ሁሉም የራሱን ድርሻ ይወጣ።',positive,0,afrisenti,"['አትጠራጠሩ', 'ይህንን', 'ክፉ', 'ጊዜ', 'እናልፈዋለን', 'የራሱን', 'ድርሻ', 'ይወጣ።']",አትጠራጠሩ ይህንን ክፉ ጊዜ እናልፈዋለን የራሱን ድርሻ ይወጣ።
" ""የባንክ ብድር አሰጣጥ ለጀማሪዎች ተደራሽ አይደለም""",negative,1,policy,"['የባንክ', 'ብድር', 'አሰጣጥ', 'ለጀማሪዎች', 'ተደራሽ']",የባንክ ብድር አሰጣጥ ለጀማሪዎች ተደራሽ
ነፃ,neutral,2,afrisenti,['ነጻ'],ነጻ
ነፃ የጋዜጠኞች ማህበር ተመሰረተ የሚባለው በስራው ሲያስመሰክር ነው,neutral,2,afrisenti,"['ነጻ', 'የጋዜጠኞች', 'ማህበር', 'ተመሰረተ', 'የሚባለው', 'በስራው', 'ሲያስመሰክር']",ነጻ የጋዜጠኞች ማህበር ተመሰረተ የሚባለው በስራው ሲያስመሰክር
ሰው እያረጀ ስሄድ እየቀለለ ነው እንዴ የሚሄደው? እድሜ ኣስተማሪ መስሎኝ? ምን የሚሉት ቅሌት ነው ይሄ?,neutral,2,afrisenti,"['እያረጀ', 'ስሄድ', 'እየቀለለ', 'እንዴ', 'የሚሄደው', 'እድሜ', 'ኣስተማሪ', 'መስሎኝ', 'ምን', 'የሚሉት', 'ቅሌት', 'ይሄ']",እያረጀ ስሄድ እየቀለለ እንዴ የሚሄደው እድሜ ኣስተማሪ መስሎኝ ምን የሚሉት ቅሌት ይሄ
???????? ምነው ጭራችሁን ስትቆሉ የነበራችሁት እናንተ አልነበራችሁ እንዴ??!  ለማያውቅሽ ሄደሽ ታጠኚ!,negative,1,afrisenti,"['ምነው', 'ጭራችሁን', 'ስትቆሉ', 'የነበራችሁት', 'እናንተ', 'አልነበራችሁ', 'እንዴ', 'ለማያውቅሽ', 'ሄደሽ', 'ታጠኚ']",ምነው ጭራችሁን ስትቆሉ የነበራችሁት እናንተ አልነበራችሁ እንዴ ለማያውቅሽ ሄደሽ ታጠኚ
" ""የጤና መድን ሽፋን ወደ ገጠር ከተሞች መስፋፋቱ ትልቅ ስኬት ነው።""",positive,0,policy,"['የጤና', 'መድን', 'ሽፋን', 'ገጠር', 'ከተሞች', 'መስፋፋቱ', 'ትልቅ', 'ስኬት']",የጤና መድን ሽፋን ገጠር ከተሞች መስፋፋቱ ትልቅ ስኬት
'@user ትመቺን ነበር ምን ያደርጋል ህልም ሆነ እንጂ',negative,1,afrisenti,"['ትመቺን', 'ምን', 'ያደርጋል', 'ህልም', 'ሆነ', 'እንጂ']",ትመቺን ምን ያደርጋል ህልም ሆነ እንጂ
ላይፍ ኢዝ ጉድ የሚባል የሬዲዮ ፕሮግራም አለ ነው የምትለን?,neutral,2,afrisenti,"['ላይፍ', 'ኢዝ', 'ጉድ', 'የሚባል', 'የሬዲዮ', 'ፕሮግራም', 'አለ', 'የምትለን']",ላይፍ ኢዝ ጉድ የሚባል የሬዲዮ ፕሮግራም አለ የምትለን
ሞን አይነት ከባድ ጊዜ እያሳለፉ እንዳሉ ታየኝ ፤ ነፃነትህን አጥተህ በየመንገዱ እና በየሄዱበት መነጋገሪያ መሆን በጣም ይቀፋል።,neutral,2,afrisenti,"['ሞን', 'አይነት', 'ከባድ', 'ጊዜ', 'እያሳለፉ', 'እንዳሉ', 'ታየኝ', '፤', 'ነጻነትህን', 'አጥተህ', 'በየመንገዱ', 'በየሄዱበት', 'መነጋገሪያ', 'መሆን', 'በጣም', 'ይቀፋል።']",ሞን አይነት ከባድ ጊዜ እያሳለፉ እንዳሉ ታየኝ ፤ ነጻነትህን አጥተህ በየመንገዱ በየሄዱበት መነጋገሪያ መሆን በጣም ይቀፋል።
" ""ስለ መረጃው እናመሰግናለን ወቅታዊ መረጃ ነው""",positive,0,policy,"['መረጃው', 'እናመሰግናለን', 'ወቅታዊ', 'መረጃ']",መረጃው እናመሰግናለን ወቅታዊ መረጃ
'@user @user ይገርማል:: ስሙን በእንግሊዝኛ ንገረኝ እና ላንብብ እስኪ',neutral,2,afrisenti,"['ይገርማል', 'ስሙን', 'በእንግሊዝኛ', 'ንገረኝ', 'ላንብብ', 'እስኪ']",ይገርማል ስሙን በእንግሊዝኛ ንገረኝ ላንብብ እስኪ
በልሎች አገሮች ሶማሊያ እና ናይጄሪያ ለምሳሌ የምንሰምቸው የወንጀልኞች ቡድኖች አጀማመራቸው እንዲህ ነበር:: መንግስት እኒህን ወንጀለኞች ትልቅ ኢላማው ማድረጉ ተገቢ ነው:: ለሰላም:…,neutral,2,afrisenti,"['በልሎች', 'አገሮች', 'ሶማሊያ', 'ናይጄሪያ', 'ለምሳሌ', 'የምንሰምቸው', 'የወንጀልኞች', 'ቡድኖች', 'አጀማመራቸው', 'እንዲህ', 'መንግስት', 'እኒህን', 'ወንጀለኞች', 'ትልቅ', 'ኢላማው', 'ማድረጉ', 'ተገቢ', 'ለሰላም']",በልሎች አገሮች ሶማሊያ ናይጄሪያ ለምሳሌ የምንሰምቸው የወንጀልኞች ቡድኖች አጀማመራቸው እንዲህ መንግስት እኒህን ወንጀለኞች ትልቅ ኢላማው ማድረጉ ተገቢ ለሰላም
'@user ከአንተ መሳሪያ ይዞ በግልፅ የሚወጋ ወያኔ ይሻላል። የሆንክ ባለሁለት እግራም እባብ ነገር።',negative,1,afrisenti,"['ከአንተ', 'መሳሪያ', 'ይዞ', 'በግልጽ', 'የሚወጋ', 'ወያኔ', 'ይሻላል።', 'የሆንክ', 'ባለሁለት', 'እግራም', 'እባብ', 'ነገር።']",ከአንተ መሳሪያ ይዞ በግልጽ የሚወጋ ወያኔ ይሻላል። የሆንክ ባለሁለት እግራም እባብ ነገር።
ነፃነት በዱላ እያላችሁ ወርቅ የሆነ የወጣትነት ግዜያችሁን በማይረባ ፀብ ጫሪዎች በሚለኩሱት እሳት አታንዱ። ይሄ ግርግር ለናንተ ታዝኖ ሳይሆን የግል ብልፅግና ማግኛ ዘዴ እንደሆነ ግል…,positive,0,afrisenti,"['ነጻነት', 'በዱላ', 'እያላችሁ', 'ወርቅ', 'የሆነ', 'የወጣትነት', 'ግዜያችሁን', 'በማይረባ', 'ጸብ', 'ጫሪዎች', 'በሚለኩሱት', 'እሳት', 'አታንዱ።', 'ይሄ', 'ግርግር', 'ለናንተ', 'ታዝኖ', 'ሳይሆን', 'የግል', 'ብልጽግና', 'ማግኛ', 'ዘዴ', 'እንደሆነ', 'ግል']",ነጻነት በዱላ እያላችሁ ወርቅ የሆነ የወጣትነት ግዜያችሁን በማይረባ ጸብ ጫሪዎች በሚለኩሱት እሳት አታንዱ። ይሄ ግርግር ለናንተ ታዝኖ ሳይሆን የግል ብልጽግና ማግኛ ዘዴ እንደሆነ ግል
እና እኔም ለዝንኑ ሺቲ( ድርያ) ለጠሚያችን ደግሞ ሽርጥ ይዤ ከሰሞኑ እዛው ነኝ!,neutral,2,afrisenti,"['እኔም', 'ለዝንኑ', 'ሺቲ', 'ድርያ', 'ለጠሚያችን', 'ሽርጥ', 'ይዤ', 'ከሰሞኑ', 'እዛው', 'ነኝ']",እኔም ለዝንኑ ሺቲ ድርያ ለጠሚያችን ሽርጥ ይዤ ከሰሞኑ እዛው ነኝ
እንዲሁም በሀገር ልማት ጥናት ኮሌጅ በግብርና እና በሳይንስ ዘርፎች ከፍተኛ ጥናት ያከናወኑት ዶክተር በላይ ስምዓኒ እንዲሁም በዚሁ ኮሌጅ በጂኦግራፊ ትምህርት ለረጅም ዓመታት ጥናት ያ…,neutral,2,afrisenti,"['በሃገር', 'ልማት', 'ጥናት', 'ኮሌጅ', 'በግብርና', 'በሳይንስ', 'ዘርፎች', 'ከፍተኛ', 'ጥናት', 'ያከናወኑት', 'ዶክተር', 'በላይ', 'ስምአኒ', 'በዚሁ', 'ኮሌጅ', 'በጂኦግራፊ', 'ትምህርት', 'ለረጅም', 'አመታት', 'ጥናት']",በሃገር ልማት ጥናት ኮሌጅ በግብርና በሳይንስ ዘርፎች ከፍተኛ ጥናት ያከናወኑት ዶክተር በላይ ስምአኒ በዚሁ ኮሌጅ በጂኦግራፊ ትምህርት ለረጅም አመታት ጥናት
" ""ስለ ግብር አሰባሰብ ግልጽነትና ተጠያቂነት ሊኖር ይገባል።""",neutral,2,policy,"['ግብር', 'አሰባሰብ', 'ግልጽነትና', 'ተጠያቂነት', 'ሊኖር', 'ይገባል።']",ግብር አሰባሰብ ግልጽነትና ተጠያቂነት ሊኖር ይገባል።
‘’ዘመናዊና ፍትሃዊ የሆነ የንግድና የገበያ ስርዓት በመዘርጋት ህዝቡና ሀገራችንን ይበልጥ ተጠቃሚ ለማድረግ ሁሉም ባለድርሻ አካላት የጋራ ጥረት ማድረግ ይጠበቅባቸዋል’’…,positive,0,afrisenti,"['ዘመናዊና', 'ፍትሃዊ', 'የሆነ', 'የንግድና', 'የገበያ', 'ስርአት', 'በመዘርጋት', 'ህዝቡና', 'ሃገራችንን', 'ይበልጥ', 'ተጠቃሚ', 'ለማድረግ', 'ባለድርሻ', 'አካላት', 'የጋራ', 'ጥረት', 'ማድረግ', 'ይጠበቅባቸዋል']",ዘመናዊና ፍትሃዊ የሆነ የንግድና የገበያ ስርአት በመዘርጋት ህዝቡና ሃገራችንን ይበልጥ ተጠቃሚ ለማድረግ ባለድርሻ አካላት የጋራ ጥረት ማድረግ ይጠበቅባቸዋል
በትጋት እና በተግባር የተደገፈ አመራር ሲኖር ዉጤቱ እንዲህ ይሆናል,positive,0,policy,"['በትጋት', 'በተግባር', 'የተደገፈ', 'አመራር', 'ሲኖር', 'ዉጤቱ', 'እንዲህ']",በትጋት በተግባር የተደገፈ አመራር ሲኖር ዉጤቱ እንዲህ
86 ንፁሀን ሲገደሉ ለቄሮ ድጋፍ ሲያደርግ የነበረው የኦሮሚያ ፖሊስ ግን አሁንም ደረቱን ገልብጦ ይፎልላል።  ADP is a dump,neutral,2,afrisenti,"['ንጹሃን', 'ሲገደሉ', 'ለቄሮ', 'ድጋፍ', 'ሲያደርግ', 'የነበረው', 'የኦሮሚያ', 'ፖሊስ', 'አሁንም', 'ደረቱን', 'ገልብጦ', 'ይፎልላል።', 'ADP', 'is', 'a', 'dump']",ንጹሃን ሲገደሉ ለቄሮ ድጋፍ ሲያደርግ የነበረው የኦሮሚያ ፖሊስ አሁንም ደረቱን ገልብጦ ይፎልላል። ADP is a dump
" ""ሁኔታው አሁንም ጥንቃቄ የተሞላበት ክትትል ያስፈልገዋል""",neutral,2,policy,"['ሁኔታው', 'አሁንም', 'ጥንቃቄ', 'የተሞላበት', 'ክትትል', 'ያስፈልገዋል']",ሁኔታው አሁንም ጥንቃቄ የተሞላበት ክትትል ያስፈልገዋል
" ""የመብራት አገልግሎት መቆራረጥ መፍትሄ ሊበጅለት ይገባል""",negative,1,policy,"['የመብራት', 'አገልግሎት', 'መቆራረጥ', 'መፍትሄ', 'ሊበጅለት', 'ይገባል']",የመብራት አገልግሎት መቆራረጥ መፍትሄ ሊበጅለት ይገባል
የአብን አመራሮች አማራ ስለሆኑ ብቻ በብሄር ተለይተው ቅሊንጦ ባሉበት ሰዓት የብሄር ብሄረሰቦች ቀን ገደል ይግባ፡ህዳር ፳፱ የአማራ ቀን ብቻ,negative,1,afrisenti,"['የአብን', 'አመራሮች', 'አማራ', 'ስለሆኑ', 'በብሄር', 'ተለይተው', 'ቅሊንጦ', 'ባሉበት', 'ሰአት', 'የብሄር', 'ብሄረሰቦች', 'ቀን', 'ገደል', 'ይግባ፡ህዳር', '፳፱', 'የአማራ', 'ቀን']",የአብን አመራሮች አማራ ስለሆኑ በብሄር ተለይተው ቅሊንጦ ባሉበት ሰአት የብሄር ብሄረሰቦች ቀን ገደል ይግባ፡ህዳር ፳፱ የአማራ ቀን
ድሮም ጠርጥሬ ነበር ቀልቃላ ቢጤ ነች ????,negative,1,afrisenti,"['ድሮም', 'ጠርጥሬ', 'ቀልቃላ', 'ቢጤ', 'ነች']",ድሮም ጠርጥሬ ቀልቃላ ቢጤ ነች
'@user ቃል እኮ ያስተዛዝባል ! እጠጣታለው ያልከውን ብት ሞክራት ኖሮ ማእረግክ ባደገ ነበር ::??',negative,1,afrisenti,"['ቃል', 'እኮ', 'ያስተዛዝባል', 'እጠጣታለው', 'ያልከውን', 'ብት', 'ሞክራት', 'ኖሮ', 'ማእረግክ', 'ባደገ']",ቃል እኮ ያስተዛዝባል እጠጣታለው ያልከውን ብት ሞክራት ኖሮ ማእረግክ ባደገ
'@user እግዚአብሔር በሰላም ይመልሳችሁ????',positive,0,afrisenti,"['እግዚአብሄር', 'በሰላም', 'ይመልሳችሁ']",እግዚአብሄር በሰላም ይመልሳችሁ
አብይ  አህመድ  ጀዎር  እዝቄል  እና  የቀራችሁት  እንስሶች  ሰማችሁ! ጎንደር=ቅማንት=አማራ=ኢትዮዺያ,negative,1,afrisenti,"['አብይ', 'አህመድ', 'ጀዎር', 'እዝቄል', 'የቀራችሁት', 'እንስሶች', 'ሰማችሁ', 'ጎንደር', 'ቅማንት', 'አማራ', 'ኢትዮዺያ']",አብይ አህመድ ጀዎር እዝቄል የቀራችሁት እንስሶች ሰማችሁ ጎንደር ቅማንት አማራ ኢትዮዺያ
በከበቡሽ ምክንያት 86 ንፁሃን ሲቀጠፉ የህግ አስከባሪ ሃይሎች  ቆመው እንዳስፈፀሙት እዬታወቀ አንድም  ሰው ግን ተጠርጥሮ ተያዘ ሲባል አልሰማንም አማራው…,negative,1,afrisenti,"['በከበቡሽ', 'ምክንያት', 'ንጹሃን', 'ሲቀጠፉ', 'የህግ', 'አስከባሪ', 'ሃይሎች', 'ቆመው', 'እንዳስፈጸሙት', 'እዬታወቀ', 'አንድም', 'ተጠርጥሮ', 'ተያዘ', 'ሲባል', 'አልሰማንም', 'አማራው']",በከበቡሽ ምክንያት ንጹሃን ሲቀጠፉ የህግ አስከባሪ ሃይሎች ቆመው እንዳስፈጸሙት እዬታወቀ አንድም ተጠርጥሮ ተያዘ ሲባል አልሰማንም አማራው
'@user Hahaha ዝም ብለህ ህክምችናህን ጨርስ የማይመቸን ጁንታ',negative,1,afrisenti,"['Hahaha', 'ዝም', 'ብለህ', 'ህክምችናህን', 'ጨርስ', 'የማይመቸን', 'ጁንታ']",Hahaha ዝም ብለህ ህክምችናህን ጨርስ የማይመቸን ጁንታ
ተገን ተደርጎ የሚደረግ የፖለቲካ ጫወታ ይቁም !!,neutral,2,afrisenti,"['ተገን', 'ተደርጎ', 'የሚደረግ', 'የፖለቲካ', 'ጫወታ', 'ይቁም']",ተገን ተደርጎ የሚደረግ የፖለቲካ ጫወታ ይቁም
የዶ/ር ዐብይ የመጀመሪያ ፓርላመማ ቃለ መሃላ ላይ የተናገረው አንድነት ማለት አንድ አይነትነት እንዳልሆነ ገልፀውልናል ተቃርኖ የተፈጥሮ ሕግ እና የሀይል…,positive,0,afrisenti,"['የዶ', 'ር', 'አብይ', 'የመጀመሪያ', 'ፓርላመማ', 'ቃለ', 'መሃላ', 'የተናገረው', 'አንድነት', 'ማለት', 'አይነትነት', 'እንዳልሆነ', 'ገልጸውልናል', 'ተቃርኖ', 'የተፈጥሮ', 'ህግ', 'የሃይል']",የዶ ር አብይ የመጀመሪያ ፓርላመማ ቃለ መሃላ የተናገረው አንድነት ማለት አይነትነት እንዳልሆነ ገልጸውልናል ተቃርኖ የተፈጥሮ ህግ የሃይል
" ""የቱሪዝም ዘርፉ ለሀገር ገቢ የሚያበረክተው ድርሻ እየጨመረ መምጣቱ ጥሩ ነው።""",positive,0,policy,"['የቱሪዝም', 'ዘርፉ', 'ለሃገር', 'ገቢ', 'የሚያበረክተው', 'ድርሻ', 'እየጨመረ', 'መምጣቱ', 'ጥሩ']",የቱሪዝም ዘርፉ ለሃገር ገቢ የሚያበረክተው ድርሻ እየጨመረ መምጣቱ ጥሩ
እና ነገ ቅዳሜ ሊሆንልሽ ነዋ,neutral,2,afrisenti,"['ቅዳሜ', 'ሊሆንልሽ', 'ነዋ']",ቅዳሜ ሊሆንልሽ ነዋ
ከእንግዲህ ይህን ማድረግ አልችልም ፣ ሰውነቴ እያብለጨለለ ነው ፣ የት ማምለጫ እንደሌለበት።  በእኔ ላይ ሲወርዱ ማለቂያ የሌለው ማለቂያ የሌለው የጨለማው ሜዳ ይሰማኛል እናም ወደ ኋ…,neutral,2,afrisenti,"['ከእንግዲህ', 'ይህን', 'ማድረግ', 'አልችልም', '፣', 'ሰውነቴ', 'እያብለጨለለ', '፣', 'የት', 'ማምለጫ', 'እንደሌለበት።', 'በእኔ', 'ሲወርዱ', 'ማለቂያ', 'የሌለው', 'ማለቂያ', 'የሌለው', 'የጨለማው', 'ሜዳ', 'ይሰማኛል', 'እናም', 'ኋ']",ከእንግዲህ ይህን ማድረግ አልችልም ፣ ሰውነቴ እያብለጨለለ ፣ የት ማምለጫ እንደሌለበት። በእኔ ሲወርዱ ማለቂያ የሌለው ማለቂያ የሌለው የጨለማው ሜዳ ይሰማኛል እናም ኋ
'@user የአባቴ አምላክ ይህን ደነዝ ጭንቅላትህን ፍርስ ያድርጋርው አደራውን ሟርተኛ',negative,1,afrisenti,"['የአባቴ', 'አምላክ', 'ይህን', 'ደነዝ', 'ጭንቅላትህን', 'ፍርስ', 'ያድርጋርው', 'አደራውን', 'ሟርተኛ']",የአባቴ አምላክ ይህን ደነዝ ጭንቅላትህን ፍርስ ያድርጋርው አደራውን ሟርተኛ
ካስሽ ሃሳቡን የማይቀይር ሬሳ ብቻ ነው አልክ እንዴ? ??  ትናንትና የለሁበትም ያልክ መስሎኝ,neutral,2,afrisenti,"['ካስሽ', 'ሃሳቡን', 'የማይቀይር', 'ሬሳ', 'አልክ', 'እንዴ', 'ትናንትና', 'የለሁበትም', 'ያልክ', 'መስሎኝ']",ካስሽ ሃሳቡን የማይቀይር ሬሳ አልክ እንዴ ትናንትና የለሁበትም ያልክ መስሎኝ
ሰውዬው ከባድ ሚዛን ነው።,positive,0,afrisenti,"['ሰውዬው', 'ከባድ', 'ሚዛን']",ሰውዬው ከባድ ሚዛን
እንዲህ ጤናማ እና ትክክለኛ ነገር ስትናገር ያምራል። ሁላችንም ዩኒቨርሲቲ እያለን ዘር ጠይቀን የልብ ጓደና አላፈራንም ዶርም ዲፖርትመንት ወይም ኳስ አገናኝቶን ተዋደ…,positive,0,afrisenti,"['እንዲህ', 'ጤናማ', 'ትክክለኛ', 'ነገር', 'ስትናገር', 'ያምራል።', 'ሁላችንም', 'ዩኒቨርሲቲ', 'እያለን', 'ዘር', 'ጠይቀን', 'የልብ', 'ጓደና', 'አላፈራንም', 'ዶርም', 'ዲፖርትመንት', 'ኳስ', 'አገናኝቶን', 'ተዋደ']",እንዲህ ጤናማ ትክክለኛ ነገር ስትናገር ያምራል። ሁላችንም ዩኒቨርሲቲ እያለን ዘር ጠይቀን የልብ ጓደና አላፈራንም ዶርም ዲፖርትመንት ኳስ አገናኝቶን ተዋደ
ቀላል መስሎን ነበር፣ ከቤት ስንወጣ ሊማሊሞን ስናልፍ፣ አላማጣ መጣ።   ተሰማ እሸቴ,neutral,2,afrisenti,"['ቀላል', 'መስሎን', 'ነበር፣', 'ከቤት', 'ስንወጣ', 'ሊማሊሞን', 'ስናልፍ፣', 'አላማጣ', 'መጣ።', 'ተሰማ', 'እሸቴ']",ቀላል መስሎን ነበር፣ ከቤት ስንወጣ ሊማሊሞን ስናልፍ፣ አላማጣ መጣ። ተሰማ እሸቴ
መልስ የሚሻ ወሳኝ ጥያቄ !,positive,0,afrisenti,"['መልስ', 'የሚሻ', 'ወሳኝ', 'ጥያቄ']",መልስ የሚሻ ወሳኝ ጥያቄ
ኢትዮጵያ ውስጥ ሆናችሁ Happy new year የምትሉ ሰዎች ሰፈራችሁ ስኖው ይዘንባል እንዴ? ????,negative,1,afrisenti,"['ኢትዮጵያ', 'ሆናችሁ', 'Happy', 'new', 'year', 'የምትሉ', 'ሰፈራችሁ', 'ስኖው', 'ይዘንባል', 'እንዴ']",ኢትዮጵያ ሆናችሁ Happy new year የምትሉ ሰፈራችሁ ስኖው ይዘንባል እንዴ
አንቺ  ልጅ እየተበላሸሽ ነዉ ፣ከነማን ጋር መዋል  ጀምረሽ ነው?  ዋ!,negative,1,afrisenti,"['አንቺ', 'ልጅ', 'እየተበላሸሽ', 'ነዉ', '፣ከነማን', 'መዋል', 'ጀምረሽ', 'ዋ']",አንቺ ልጅ እየተበላሸሽ ነዉ ፣ከነማን መዋል ጀምረሽ ዋ
እንደ ቻይና ኮምኒስት መንግስት ማለት ነው። ለ ሀምሳ ስልሳ ዐመት ብልፅግና አስተሳሰብ ተወዳዳሪ የለዉም እየተባለ ታዲያ ምን ምርጫ ያስፈልጋል ??,neutral,2,afrisenti,"['ቻይና', 'ኮምኒስት', 'መንግስት', 'ማለት', 'ሃምሳ', 'ስልሳ', 'አመት', 'ብልጽግና', 'አስተሳሰብ', 'ተወዳዳሪ', 'የለዉም', 'እየተባለ', 'ታዲያ', 'ምን', 'ምርጫ', 'ያስፈልጋል']",ቻይና ኮምኒስት መንግስት ማለት ሃምሳ ስልሳ አመት ብልጽግና አስተሳሰብ ተወዳዳሪ የለዉም እየተባለ ታዲያ ምን ምርጫ ያስፈልጋል
" ""የወጣቶች ስራ አጥነትን ለመቀነስ የግሉ ዘርፍ ተሳትፎ ሊጠናከር ይገባል።""",positive,0,policy,"['የወጣቶች', 'ስራ', 'አጥነትን', 'ለመቀነስ', 'የግሉ', 'ዘርፍ', 'ተሳትፎ', 'ሊጠናከር', 'ይገባል።']",የወጣቶች ስራ አጥነትን ለመቀነስ የግሉ ዘርፍ ተሳትፎ ሊጠናከር ይገባል።
" ""የዲጂታል ክፍያ ስርዓት ሌብነትንና ሙስናን ለመከላከል ትልቅ አስተዋጽኦ አለው።""",positive,0,policy,"['የዲጂታል', 'ክፍያ', 'ስርአት', 'ሌብነትንና', 'ሙስናን', 'ለመከላከል', 'ትልቅ', 'አስተዋጽኦ', 'አለው።']",የዲጂታል ክፍያ ስርአት ሌብነትንና ሙስናን ለመከላከል ትልቅ አስተዋጽኦ አለው።
በብሔራዊ ፈተና የተሰራው ስህተት አሁንም በአንድ ብሔር ተደግሟል። አዴፓ በከተማ የአማራን ጥቅም ለማስጠበቅ 18 ከፍተኛ ወጣት አመራሮችን ከክልሉ አስመጥቶ ሚዛናዊነት የጎደለው መጠነ…,negative,1,afrisenti,"['በብሄራዊ', 'ፈተና', 'የተሰራው', 'ስህተት', 'አሁንም', 'በአንድ', 'ብሄር', 'ተደግሟል።', 'አዴፓ', 'በከተማ', 'የአማራን', 'ጥቅም', 'ለማስጠበቅ', 'ከፍተኛ', 'ወጣት', 'አመራሮችን', 'ከክልሉ', 'አስመጥቶ', 'ሚዛናዊነት', 'የጎደለው', 'መጠነ']",በብሄራዊ ፈተና የተሰራው ስህተት አሁንም በአንድ ብሄር ተደግሟል። አዴፓ በከተማ የአማራን ጥቅም ለማስጠበቅ ከፍተኛ ወጣት አመራሮችን ከክልሉ አስመጥቶ ሚዛናዊነት የጎደለው መጠነ
'እኛ ታሪክ ያለን ባህል የተቸረን ሰዉን ማክበረ ጠንቅቀን የምናዉቅ ለቀረቡን ይቅርና ለራቁን ፍቅር የምንሰጥ የእናት ሀገረ ኢትዮጵያ ልጆች ነን። @user',positive,0,afrisenti,"['እኛ', 'ታሪክ', 'ያለን', 'ባህል', 'የተቸረን', 'ሰዉን', 'ማክበረ', 'ጠንቅቀን', 'የምናዉቅ', 'ለቀረቡን', 'ይቅርና', 'ለራቁን', 'ፍቅር', 'የምንሰጥ', 'የእናት', 'ሃገረ', 'ኢትዮጵያ', 'ልጆች', 'ነን።']",እኛ ታሪክ ያለን ባህል የተቸረን ሰዉን ማክበረ ጠንቅቀን የምናዉቅ ለቀረቡን ይቅርና ለራቁን ፍቅር የምንሰጥ የእናት ሃገረ ኢትዮጵያ ልጆች ነን።
አንተ እኮ በእራስህ ብቻ በቂ  ጀግና ነህ,neutral,2,afrisenti,"['አንተ', 'እኮ', 'በእራስህ', 'በቂ', 'ጀግና', 'ነህ']",አንተ እኮ በእራስህ በቂ ጀግና ነህ
'አበበ ክላሽ ጨበጠ:: ጫላ ትራክተር ጨበጠ:: ተማሪዎቹ ተፎካከሩ:: ድሮ አበበ በሶ ሲበላ ጫላ ጩቤ ይጨብጥ ነበር:: ከዚያ ጫላ ጩቤ ዳቦ እንደማይሆን ሲገባው ጩቤውን ጥሎ ትራክተር',negative,1,afrisenti,"['አበበ', 'ክላሽ', 'ጨበጠ', 'ጫላ', 'ትራክተር', 'ጨበጠ', 'ተማሪዎቹ', 'ተፎካከሩ', 'ድሮ', 'አበበ', 'በሶ', 'ሲበላ', 'ጫላ', 'ጩቤ', 'ይጨብጥ', 'ከዚያ', 'ጫላ', 'ጩቤ', 'ዳቦ', 'እንደማይሆን', 'ሲገባው', 'ጩቤውን', 'ጥሎ', 'ትራክተር']",አበበ ክላሽ ጨበጠ ጫላ ትራክተር ጨበጠ ተማሪዎቹ ተፎካከሩ ድሮ አበበ በሶ ሲበላ ጫላ ጩቤ ይጨብጥ ከዚያ ጫላ ጩቤ ዳቦ እንደማይሆን ሲገባው ጩቤውን ጥሎ ትራክተር
'@user @user ይቼ ዳርዳርታ እቃ ለማንሳት ነው ይላል ያገሬ ሰው ይደራደር እና ሚመጣውን ይቀበለዋል',negative,1,afrisenti,"['ይቼ', 'ዳርዳርታ', 'እቃ', 'ለማንሳት', 'ይላል', 'ያገሬ', 'ይደራደር', 'ሚመጣውን', 'ይቀበለዋል']",ይቼ ዳርዳርታ እቃ ለማንሳት ይላል ያገሬ ይደራደር ሚመጣውን ይቀበለዋል
