tweet,label_str,label,source,tokens,cleaned_text
እሺ አዲሱ ቅንጅት መሆኑ ነው እረ ላሽ በል በለው አዲስ አበባ ላይ የሚያሸንፍ የለም የአራዳ ልጅ እኮ አይመርጥም ከእንጅባራና ከነቀምት አስመጥተው ይመራረጡ ሁለቱም,negative,1,afrisenti,"['እሺ', 'አዲሱ', 'ቅንጅት', 'መሆኑ', 'እረ', 'ላሽ', 'በል', 'በለው', 'አዲስ', 'አበባ', 'የሚያሸንፍ', 'የለም', 'የአራዳ', 'ልጅ', 'እኮ', 'አይመርጥም', 'ከእንጅባራና', 'ከነቀምት', 'አስመጥተው', 'ይመራረጡ', 'ሁለቱም']",እሺ አዲሱ ቅንጅት መሆኑ እረ ላሽ በል በለው አዲስ አበባ የሚያሸንፍ የለም የአራዳ ልጅ እኮ አይመርጥም ከእንጅባራና ከነቀምት አስመጥተው ይመራረጡ ሁለቱም
እሱም ይሄን ብሎ,negative,1,afrisenti,"['እሱም', 'ይሄን', 'ብሎ']",እሱም ይሄን ብሎ
ወንበዴዎቹ ይዋል ይደር እንጂ ለፍርድ መቅረባቸው አይቀርም።,negative,1,afrisenti,"['ወንበዴዎቹ', 'ይዋል', 'ይደር', 'እንጂ', 'ለፍርድ', 'መቅረባቸው', 'አይቀርም።']",ወንበዴዎቹ ይዋል ይደር እንጂ ለፍርድ መቅረባቸው አይቀርም።
ለነፍጠኛ የመኪናአደጋ እንጂ የሃይማኖትግጭት አገር እንደሚያፈርስ የሚገባውሥነልቦና የለውም፣ሥነልቦናው ሌላውንበሽብር ረግጦለመግዛት…,negative,1,afrisenti,"['ለነፍጠኛ', 'የመኪናአደጋ', 'እንጂ', 'የሃይማኖትግጭት', 'አገር', 'እንደሚያፈርስ', 'የሚገባውሥነልቦና', 'የለውም፣ሥነልቦናው', 'ሌላውንበሽብር', 'ረግጦለመግዛት']",ለነፍጠኛ የመኪናአደጋ እንጂ የሃይማኖትግጭት አገር እንደሚያፈርስ የሚገባውሥነልቦና የለውም፣ሥነልቦናው ሌላውንበሽብር ረግጦለመግዛት
የአማራክልል አመራሮች እንዲ ጭንጋፍ ሆነው totaly dysfunctional የሆኑት ከመቼ ወዲነው? ብልህነቱም ጥንካሬም ህግ ማስከበሩም ማስትዳደሩ ተሳናቸው?,negative,1,afrisenti,"['የአማራክልል', 'አመራሮች', 'እንዲ', 'ጭንጋፍ', 'ሆነው', 'totaly', 'dysfunctional', 'የሆኑት', 'ከመቼ', 'ወዲነው', 'ብልህነቱም', 'ጥንካሬም', 'ህግ', 'ማስከበሩም', 'ማስትዳደሩ', 'ተሳናቸው']",የአማራክልል አመራሮች እንዲ ጭንጋፍ ሆነው totaly dysfunctional የሆኑት ከመቼ ወዲነው ብልህነቱም ጥንካሬም ህግ ማስከበሩም ማስትዳደሩ ተሳናቸው
መንግስታችን የዝሆን ጆሮ ያለው ፣ በአጨብጫቢዎች የተሞላ እና ህግ እንኳን ማስከበር የማይችል በተረኝነት ስሜት የናወዘ ስብስብ ቢሆንም  ዛሬ ለታገቱ እህቶቻችን ድምፅ የሆናችሁ ሁሉ ም…,negative,1,afrisenti,"['መንግስታችን', 'የዝሆን', 'ጆሮ', 'ያለው', '፣', 'በአጨብጫቢዎች', 'የተሞላ', 'ህግ', 'ማስከበር', 'የማይችል', 'በተረኝነት', 'ስሜት', 'የናወዘ', 'ስብስብ', 'ለታገቱ', 'እህቶቻችን', 'ድምጽ', 'የሆናችሁ']",መንግስታችን የዝሆን ጆሮ ያለው ፣ በአጨብጫቢዎች የተሞላ ህግ ማስከበር የማይችል በተረኝነት ስሜት የናወዘ ስብስብ ለታገቱ እህቶቻችን ድምጽ የሆናችሁ
ማምታታት :) ይሄ የለጠፍከውን ዶክመንት መቼ እና በማን እንደታተመ የሚግልፅ የፊት ገፅ አለው:: ለጥፌልሃለው:: አይ ካልክ የፊት ገፁን ቁጭ እዚችው ?????♂️,negative,1,afrisenti,"['ማምታታት', 'ይሄ', 'የለጠፍከውን', 'ዶክመንት', 'መቼ', 'በማን', 'እንደታተመ', 'የሚግልጽ', 'የፊት', 'ገጽ', 'አለው', 'ለጥፌልሃለው', 'አይ', 'ካልክ', 'የፊት', 'ገጹን', 'ቁጭ', 'እዚችው']",ማምታታት ይሄ የለጠፍከውን ዶክመንት መቼ በማን እንደታተመ የሚግልጽ የፊት ገጽ አለው ለጥፌልሃለው አይ ካልክ የፊት ገጹን ቁጭ እዚችው
አውራ ጣቱ ጫማውን እየተሰናበተ ያለውን ነው,negative,1,afrisenti,"['አውራ', 'ጣቱ', 'ጫማውን', 'እየተሰናበተ', 'ያለውን']",አውራ ጣቱ ጫማውን እየተሰናበተ ያለውን
ወጣቱ ተማሪ በ ሁሉም የ ኢትዮጵያ ጥጎች እጅጉን ባዘነ።,negative,1,afrisenti,"['ወጣቱ', 'ተማሪ', 'ኢትዮጵያ', 'ጥጎች', 'እጅጉን', 'ባዘነ።']",ወጣቱ ተማሪ ኢትዮጵያ ጥጎች እጅጉን ባዘነ።
ታህሳስ_፳፬ የጻድቁ አባታችን አቡነ ተክለ ሃይማኖት ልደታቸው አመታዊ ክብረ በዓል እንኳን  በሰላም አደረስን/ረሳችሁ።  እግዚአብሔር በጻድቁ እንደተመሰገነ እወቁ ። {መዝሙር ዳዊት…,negative,1,afrisenti,"['ታህሳስ_፳፬', 'የጻድቁ', 'አባታችን', 'አቡነ', 'ተክለ', 'ሃይማኖት', 'ልደታቸው', 'አመታዊ', 'ክብረ', 'በአል', 'በሰላም', 'አደረስን', 'ረሳችሁ።', 'እግዚአብሄር', 'በጻድቁ', 'እንደተመሰገነ', 'እወቁ', '።', 'መዝሙር', 'ዳዊት']",ታህሳስ_፳፬ የጻድቁ አባታችን አቡነ ተክለ ሃይማኖት ልደታቸው አመታዊ ክብረ በአል በሰላም አደረስን ረሳችሁ። እግዚአብሄር በጻድቁ እንደተመሰገነ እወቁ ። መዝሙር ዳዊት
የኢራን መንግስት በቀል ምን አልበት በስህተት የተመታው አዉሮፕላን እንዳይሆን።   ➜የተፈጠረው ህዝባዊ ቁጣ የሚቀለብስበት መንገድም matter ያደርጋል።  በፋርስ ይህን ልል ወደድኩ…,negative,1,afrisenti,"['የኢራን', 'መንግስት', 'በቀል', 'ምን', 'አልበት', 'በስህተት', 'የተመታው', 'አዉሮፕላን', 'እንዳይሆን።', 'የተፈጠረው', 'ህዝባዊ', 'ቁጣ', 'የሚቀለብስበት', 'መንገድም', 'matter', 'ያደርጋል።', 'በፋርስ', 'ይህን', 'ልል', 'ወደድኩ']",የኢራን መንግስት በቀል ምን አልበት በስህተት የተመታው አዉሮፕላን እንዳይሆን። የተፈጠረው ህዝባዊ ቁጣ የሚቀለብስበት መንገድም matter ያደርጋል። በፋርስ ይህን ልል ወደድኩ
የአማራ ህዝብ ችግር አስተሳሰብ ድክመት ነው መንግስት ሳይሆን ቅኝ ገዢ ነው ያለን ለቅኝ ገዢ ደግሞ ትግል እንጂ ልምና አይሰራም ።,negative,1,afrisenti,"['የአማራ', 'ህዝብ', 'ችግር', 'አስተሳሰብ', 'ድክመት', 'መንግስት', 'ሳይሆን', 'ቅኝ', 'ገዢ', 'ያለን', 'ለቅኝ', 'ገዢ', 'ትግል', 'እንጂ', 'ልምና', 'አይሰራም', '።']",የአማራ ህዝብ ችግር አስተሳሰብ ድክመት መንግስት ሳይሆን ቅኝ ገዢ ያለን ለቅኝ ገዢ ትግል እንጂ ልምና አይሰራም ።
እንደ ኤርትራ ህዝብ ያክል ብዛት ያለው የጎዳና ተዳዳሪ ህዝብ ይዛቹ: እርስ በራሳቹ እንደ እንስሳ እየታራረዳቹ: መሃይም እና…,negative,1,afrisenti,"['ኤርትራ', 'ህዝብ', 'ያክል', 'ብዛት', 'ያለው', 'የጎዳና', 'ተዳዳሪ', 'ህዝብ', 'ይዛቹ', 'እርስ', 'በራሳቹ', 'እንስሳ', 'እየታራረዳቹ', 'መሃይም']",ኤርትራ ህዝብ ያክል ብዛት ያለው የጎዳና ተዳዳሪ ህዝብ ይዛቹ እርስ በራሳቹ እንስሳ እየታራረዳቹ መሃይም
የገንዲ መድሐኒት እንደ ተወጋ በሬ ፈዘናል።ተስፋችንን ለኢዜማ አስረክበን ከህወሓት የባሰውን ዘመን በቁዘማ እየጠበቅን ነው,negative,1,afrisenti,"['የገንዲ', 'መድሃኒት', 'ተወጋ', 'በሬ', 'ፈዘናል።ተስፋችንን', 'ለኢዜማ', 'አስረክበን', 'ከህወሃት', 'የባሰውን', 'ዘመን', 'በቁዘማ', 'እየጠበቅን']",የገንዲ መድሃኒት ተወጋ በሬ ፈዘናል።ተስፋችንን ለኢዜማ አስረክበን ከህወሃት የባሰውን ዘመን በቁዘማ እየጠበቅን
ለከት ባጣ አልጠግብ ባይነት አስፈሪ ዘረኝነት ትዕቢት እና ድንቁርና የተደራጀው ቡድን ከዛሬው የከፋ ክፉ ቀን ቢመጣ (ከዚህ የከፋስ ይመጣ ይሆን?) ነጋችንን እንዴት ያረገው ይሆን ወዴ…,negative,1,afrisenti,"['ለከት', 'ባጣ', 'አልጠግብ', 'ባይነት', 'አስፈሪ', 'ዘረኝነት', 'ትእቢት', 'ድንቁርና', 'የተደራጀው', 'ቡድን', 'ከዛሬው', 'የከፋ', 'ክፉ', 'ቀን', 'ቢመጣ', 'ከዚህ', 'የከፋስ', 'ይመጣ', 'ይሆን', 'ነጋችንን', 'እንዴት', 'ያረገው', 'ይሆን', 'ወዴ']",ለከት ባጣ አልጠግብ ባይነት አስፈሪ ዘረኝነት ትእቢት ድንቁርና የተደራጀው ቡድን ከዛሬው የከፋ ክፉ ቀን ቢመጣ ከዚህ የከፋስ ይመጣ ይሆን ነጋችንን እንዴት ያረገው ይሆን ወዴ
ውይ በቃ ሃላል ቡና እናደርገዋለን ላንቺ ሲባል??,negative,1,afrisenti,"['ውይ', 'በቃ', 'ሃላል', 'ቡና', 'እናደርገዋለን', 'ላንቺ', 'ሲባል']",ውይ በቃ ሃላል ቡና እናደርገዋለን ላንቺ ሲባል
ሞትን ከዩኒቨርስቲ አመለጥነው ሲሉ መንገድ ላይ አስቀራቸው???? የወገኖቻችን ሞት የማያስደነግጠን ደረጃ ላይ ደረስን ????,negative,1,afrisenti,"['ሞትን', 'ከዩኒቨርስቲ', 'አመለጥነው', 'ሲሉ', 'መንገድ', 'አስቀራቸው', 'የወገኖቻችን', 'ሞት', 'የማያስደነግጠን', 'ደረጃ', 'ደረስን']",ሞትን ከዩኒቨርስቲ አመለጥነው ሲሉ መንገድ አስቀራቸው የወገኖቻችን ሞት የማያስደነግጠን ደረጃ ደረስን
በሕወሃት አገዛዝ ዘመን እነዚህ የኦሮሞ ልጆች እንኳን በሀገራቸው አብረው ሊቀመጡ በስደት ሀገር እንኳን አብረው ቢታዩ በሽብር ተከሰው በተገኙበት ይታደኑ ነበር። ዛሬ ደግሞ ሕወሃትን ይናፍቃሉ አጃኢብ!,negative,1,afrisenti,"['በህወሃት', 'አገዛዝ', 'ዘመን', 'የኦሮሞ', 'ልጆች', 'በሃገራቸው', 'አብረው', 'ሊቀመጡ', 'በስደት', 'አብረው', 'ቢታዩ', 'በሽብር', 'ተከሰው', 'በተገኙበት', 'ይታደኑ', 'ነበር።', 'ህወሃትን', 'ይናፍቃሉ', 'አጃኢብ']",በህወሃት አገዛዝ ዘመን የኦሮሞ ልጆች በሃገራቸው አብረው ሊቀመጡ በስደት አብረው ቢታዩ በሽብር ተከሰው በተገኙበት ይታደኑ ነበር። ህወሃትን ይናፍቃሉ አጃኢብ
ለወደፊቱ ይህንን በመናገር ይጸጸታሉ ፡፡ እዚያ ብርድ ብርድና ብቻውን ትኖራለህ ፣ እናም ወደዚህ ጊዜ ሊያደርስ ስለሚችለው ነገር ያስባሉ ፡፡ እና ከዚያ ያስታውሳሉ። እናም…,negative,1,afrisenti,"['ለወደፊቱ', 'ይህንን', 'በመናገር', 'ይጸጸታሉ', '፡፡', 'ብርድ', 'ብርድና', 'ብቻውን', 'ትኖራለህ', '፣', 'እናም', 'ወደዚህ', 'ጊዜ', 'ሊያደርስ', 'ስለሚችለው', 'ነገር', 'ያስባሉ', '፡፡', 'ከዚያ', 'ያስታውሳሉ።', 'እናም']",ለወደፊቱ ይህንን በመናገር ይጸጸታሉ ፡፡ ብርድ ብርድና ብቻውን ትኖራለህ ፣ እናም ወደዚህ ጊዜ ሊያደርስ ስለሚችለው ነገር ያስባሉ ፡፡ ከዚያ ያስታውሳሉ። እናም
የስዩም ተሾመን እብሪት ስታይ የጉዳዩን ውስብስብነት ትገነዘብበታለህ። ደርሳችሁ መካከለኛ ፣ሚዛነኛ የምትጫወቱ ተውን። ፍየልንኳ ባትችልም ስትታሓለል መጮኋ ፌር ነው።,negative,1,afrisenti,"['የስዩም', 'ተሾመን', 'እብሪት', 'ስታይ', 'የጉዳዩን', 'ውስብስብነት', 'ትገነዘብበታለህ።', 'ደርሳችሁ', 'መካከለኛ', '፣ሚዛነኛ', 'የምትጫወቱ', 'ተውን።', 'ፍየልንኳ', 'ባትችልም', 'ስትታሃለል', 'መጮኋ', 'ፌር']",የስዩም ተሾመን እብሪት ስታይ የጉዳዩን ውስብስብነት ትገነዘብበታለህ። ደርሳችሁ መካከለኛ ፣ሚዛነኛ የምትጫወቱ ተውን። ፍየልንኳ ባትችልም ስትታሃለል መጮኋ ፌር
ነዚ ናይ ብልጽግና ፓርቲ ነገር ብኽመይ ትግልጽዎ? - ማንቲለ ዘሊላ ዘሊላ ናብ መሬታ - ቆልዓ ይጎይሞ ኣይቅድምን ብምስላ ትግርኛ ኣቢልኩም ግምትኩም ኣቕምጡ...,negative,1,afrisenti,"['ነዚ', 'ናይ', 'ብልጽግና', 'ፓርቲ', 'ነገር', 'ብኽመይ', 'ትግልጽዎ', 'ማንቲለ', 'ዘሊላ', 'ዘሊላ', 'ናብ', 'መሬታ', 'ቆልአ', 'ይጎይሞ', 'ኣይቅድምን', 'ብምስላ', 'ትግርኛ', 'ኣቢልኩም', 'ግምትኩም', 'ኣቕምጡ']",ነዚ ናይ ብልጽግና ፓርቲ ነገር ብኽመይ ትግልጽዎ ማንቲለ ዘሊላ ዘሊላ ናብ መሬታ ቆልአ ይጎይሞ ኣይቅድምን ብምስላ ትግርኛ ኣቢልኩም ግምትኩም ኣቕምጡ
አሁን እጅግ በጣም በምሬት መንግስት አለ ወይ የሚያሰኝ ነው!,negative,1,afrisenti,"['እጅግ', 'በጣም', 'በምሬት', 'መንግስት', 'አለ', 'የሚያሰኝ']",እጅግ በጣም በምሬት መንግስት አለ የሚያሰኝ
የሰው ውለታ ከአላማ በጣሙን ያዘገያል እንዲያውም አዳክሞ ይገላል በተለይ በተለይ እንደ ጠሚዶ አብቹ ከልጅነቱ ጀምሮ ለአገሩ ራይስ ላለው መሪ። በርታ መሪያችን እ…,negative,1,afrisenti,"['የሰው', 'ውለታ', 'ከአላማ', 'በጣሙን', 'ያዘገያል', 'እንዲያውም', 'አዳክሞ', 'ይገላል', 'በተለይ', 'በተለይ', 'ጠሚዶ', 'አብቹ', 'ከልጅነቱ', 'ጀምሮ', 'ለአገሩ', 'ራይስ', 'ላለው', 'መሪ።', 'በርታ', 'መሪያችን', 'እ']",የሰው ውለታ ከአላማ በጣሙን ያዘገያል እንዲያውም አዳክሞ ይገላል በተለይ በተለይ ጠሚዶ አብቹ ከልጅነቱ ጀምሮ ለአገሩ ራይስ ላለው መሪ። በርታ መሪያችን እ
(ትንቢተ አብድዩ ምዕ. 1) ---------- 9፤ ቴማን ሆይ፥ ሰዎች ሁሉ ከዔሳው ተራራ በመገደል ይጠፉ ዘንድ ኃያላንህ ይደነግጣሉ።   10፤ በወንድምህ በያዕቆብ ላይ ስለ ተደረገ ግ…,negative,1,afrisenti,"['ትንቢተ', 'አብድዩ', 'ምእ', '፤', 'ቴማን', 'ሆይ፥', 'ከኤሳው', 'ተራራ', 'በመገደል', 'ይጠፉ', 'ዘንድ', 'ሃያላንህ', 'ይደነግጣሉ።', '፤', 'በወንድምህ', 'በያእቆብ', 'ተደረገ', 'ግ']",ትንቢተ አብድዩ ምእ ፤ ቴማን ሆይ፥ ከኤሳው ተራራ በመገደል ይጠፉ ዘንድ ሃያላንህ ይደነግጣሉ። ፤ በወንድምህ በያእቆብ ተደረገ ግ
እኔን ደሞ የመጨረሻ እድሏን እየተጠቀመች ይመስለኛል??,negative,1,afrisenti,"['እኔን', 'ደሞ', 'የመጨረሻ', 'እድሏን', 'እየተጠቀመች', 'ይመስለኛል']",እኔን ደሞ የመጨረሻ እድሏን እየተጠቀመች ይመስለኛል
የሰው ደም መጣጮች አይደሉ? የስራ system እንዲዘረጋ አይፈልጉም አሳሞች,negative,1,afrisenti,"['የሰው', 'ደም', 'መጣጮች', 'አይደሉ', 'የስራ', 'system', 'እንዲዘረጋ', 'አይፈልጉም', 'አሳሞች']",የሰው ደም መጣጮች አይደሉ የስራ system እንዲዘረጋ አይፈልጉም አሳሞች
እንደአማራ ጥገኛ የሆነ ህዝብ ስለነፃነት የማውራት ተስፋ የለውም,negative,1,afrisenti,"['እንደአማራ', 'ጥገኛ', 'የሆነ', 'ህዝብ', 'ስለነጻነት', 'የማውራት', 'ተስፋ', 'የለውም']",እንደአማራ ጥገኛ የሆነ ህዝብ ስለነጻነት የማውራት ተስፋ የለውም
ይህ የተሳሳተ አመለካከት ነው፡፡,negative,1,afrisenti,"['የተሳሳተ', 'አመለካከት', 'ነው፡፡']",የተሳሳተ አመለካከት ነው፡፡
ምክር ቤቱም ሆነ የካቢኔ አባላት ባላቸው ስልጣንና ሀላፊነት ሁኔታውን ለማስተካከልና ለመጠየቅ ሲጥሩ አልታዩም። ም/ከንቲባው ያለ ምንም ህግ ተወርዋሪ ፖሊስ ሲያቋቁሙም ሁለቱ አካላት…,negative,1,afrisenti,"['ምክር', 'ቤቱም', 'ሆነ', 'የካቢኔ', 'አባላት', 'ባላቸው', 'ስልጣንና', 'ሃላፊነት', 'ሁኔታውን', 'ለማስተካከልና', 'ለመጠየቅ', 'ሲጥሩ', 'አልታዩም።', 'ከንቲባው', 'ያለ', 'ምንም', 'ህግ', 'ተወርዋሪ', 'ፖሊስ', 'ሲያቋቁሙም', 'ሁለቱ', 'አካላት']",ምክር ቤቱም ሆነ የካቢኔ አባላት ባላቸው ስልጣንና ሃላፊነት ሁኔታውን ለማስተካከልና ለመጠየቅ ሲጥሩ አልታዩም። ከንቲባው ያለ ምንም ህግ ተወርዋሪ ፖሊስ ሲያቋቁሙም ሁለቱ አካላት
ልክአደላችሁም ንብረታችንን የምርምር ስራ ከነፓተንቱ አይሸጥም ስንል ኦሮሞ ስለሆናችሁ ነው ይሉናል።እኛ ዶ/አብይ እስካሉ አንናገርም ንብረታችንን መሸጥ ቀርቶ ይረዱን ብልፅግና ከሚደናቀ…,negative,1,afrisenti,"['ልክአደላችሁም', 'ንብረታችንን', 'የምርምር', 'ስራ', 'ከነፓተንቱ', 'አይሸጥም', 'ስንል', 'ኦሮሞ', 'ስለሆናችሁ', 'ይሉናል።እኛ', 'ዶ', 'አብይ', 'እስካሉ', 'አንናገርም', 'ንብረታችንን', 'መሸጥ', 'ቀርቶ', 'ይረዱን', 'ብልጽግና', 'ከሚደናቀ']",ልክአደላችሁም ንብረታችንን የምርምር ስራ ከነፓተንቱ አይሸጥም ስንል ኦሮሞ ስለሆናችሁ ይሉናል።እኛ ዶ አብይ እስካሉ አንናገርም ንብረታችንን መሸጥ ቀርቶ ይረዱን ብልጽግና ከሚደናቀ
ለንደዚህ ድንቁርና፣ ጥላቻና የደም ማፍሰስ አራራ ያለው ግለሰብም ሆነ የተደራጀ ቡድን ወይን ፓርቲ የዲያቢሎስ መጫወቻ ከመሆኑ ውጭ ሞት ብቻ ነው የሚሰጠው ትርጉሙ!!,negative,1,afrisenti,"['ለንደዚህ', 'ድንቁርና፣', 'ጥላቻና', 'የደም', 'ማፍሰስ', 'አራራ', 'ያለው', 'ግለሰብም', 'ሆነ', 'የተደራጀ', 'ቡድን', 'ወይን', 'ፓርቲ', 'የዲያቢሎስ', 'መጫወቻ', 'ከመሆኑ', 'ውጭ', 'ሞት', 'የሚሰጠው', 'ትርጉሙ']",ለንደዚህ ድንቁርና፣ ጥላቻና የደም ማፍሰስ አራራ ያለው ግለሰብም ሆነ የተደራጀ ቡድን ወይን ፓርቲ የዲያቢሎስ መጫወቻ ከመሆኑ ውጭ ሞት የሚሰጠው ትርጉሙ
እና እነዚህን ይዘው እንገነጠላለን ቢሉ ማን ይሰማቸዋል,negative,1,afrisenti,"['እነዚህን', 'ይዘው', 'እንገነጠላለን', 'ቢሉ', 'ማን', 'ይሰማቸዋል']",እነዚህን ይዘው እንገነጠላለን ቢሉ ማን ይሰማቸዋል
192 205 244 91  43 78 222 234 በጥቂቱ እንዚህን ቁጥሮች ትርጉም ካለወቅ እንኩዋን ጥብቅና በፍርድቤት ደጃፍ አትለፍ፡፡ ይህ ማለት እኮ ለኢንጂንር ላይቭ ሎድ እና ዴድ…,negative,1,afrisenti,"['በጥቂቱ', 'እንዚህን', 'ቁጥሮች', 'ትርጉም', 'ካለወቅ', 'እንኩዋን', 'ጥብቅና', 'በፍርድቤት', 'ደጃፍ', 'አትለፍ፡፡', 'ማለት', 'እኮ', 'ለኢንጂንር', 'ላይቭ', 'ሎድ', 'ዴድ']",በጥቂቱ እንዚህን ቁጥሮች ትርጉም ካለወቅ እንኩዋን ጥብቅና በፍርድቤት ደጃፍ አትለፍ፡፡ ማለት እኮ ለኢንጂንር ላይቭ ሎድ ዴድ
መስጂድ አቃጥለው የጨፈሩት ቁጭት ሊሆን ይችላል እያለ እኮ ነው ይሄ ጎበዝ፤ ምን ያህል እርቀት ሄዶ ይህን አስነዋሪ ድርጊት justify ለማድረግ ሲሞክር ተመልከቱ! አሳዛኝ ነው፤…,negative,1,afrisenti,"['መስጂድ', 'አቃጥለው', 'የጨፈሩት', 'ቁጭት', 'ሊሆን', 'ይችላል', 'እያለ', 'እኮ', 'ይሄ', 'ጎበዝ፤', 'ምን', 'ያህል', 'እርቀት', 'ሄዶ', 'ይህን', 'አስነዋሪ', 'ድርጊት', 'justify', 'ለማድረግ', 'ሲሞክር', 'ተመልከቱ', 'አሳዛኝ', 'ነው፤']",መስጂድ አቃጥለው የጨፈሩት ቁጭት ሊሆን ይችላል እያለ እኮ ይሄ ጎበዝ፤ ምን ያህል እርቀት ሄዶ ይህን አስነዋሪ ድርጊት justify ለማድረግ ሲሞክር ተመልከቱ አሳዛኝ ነው፤
አንተ ላይ ኧረ በፍፁም ??,negative,1,afrisenti,"['አንተ', 'ኧረ', 'በፍጹም']",አንተ ኧረ በፍጹም
ያየሰው ሽመልስ ትናንት ምሽት ወደ መቀለ ለመጓዝ ወደ ቦሌ ኤርፖርት ቢያመራም በመንግስት ጉዞ እንዳያደርግ መከልከሉንና ለሰዐታት መታሰሩን ተናግሯል።,negative,1,afrisenti,"['ያየሰው', 'ሽመልስ', 'ምሽት', 'መቀለ', 'ለመጓዝ', 'ቦሌ', 'ኤርፖርት', 'ቢያመራም', 'በመንግስት', 'ጉዞ', 'እንዳያደርግ', 'መከልከሉንና', 'ለሰአታት', 'መታሰሩን', 'ተናግሯል።']",ያየሰው ሽመልስ ምሽት መቀለ ለመጓዝ ቦሌ ኤርፖርት ቢያመራም በመንግስት ጉዞ እንዳያደርግ መከልከሉንና ለሰአታት መታሰሩን ተናግሯል።
እሳቸው ቢዚነሳቸውን እንጂ ለሀገር ግድ አይሰጣቸውም ተሸውደናል በአቋም ደረጃ ከፅነፍኞቹ እኩል ናቸው,negative,1,afrisenti,"['እሳቸው', 'ቢዚነሳቸውን', 'እንጂ', 'ለሃገር', 'ግድ', 'አይሰጣቸውም', 'ተሸውደናል', 'በአቋም', 'ደረጃ', 'ከጽነፍኞቹ', 'እኩል']",እሳቸው ቢዚነሳቸውን እንጂ ለሃገር ግድ አይሰጣቸውም ተሸውደናል በአቋም ደረጃ ከጽነፍኞቹ እኩል
የእኔ ገሃነም በጣም የእኔን ክፉ የሚያሰቃየው,negative,1,afrisenti,"['የእኔ', 'ገሃነም', 'በጣም', 'የእኔን', 'ክፉ', 'የሚያሰቃየው']",የእኔ ገሃነም በጣም የእኔን ክፉ የሚያሰቃየው
ጌታቸው የዘመኑ ማሞ ቂሎ ነው::,negative,1,afrisenti,"['ጌታቸው', 'የዘመኑ', 'ማሞ', 'ቂሎ']",ጌታቸው የዘመኑ ማሞ ቂሎ
ጓደኞቼ አይደሉም ትዎነ ውሰ ቅልት አሁን የፍርሃት ጊዜ አይደለም ልዋቸሻይ ንምለ ናእ,negative,1,afrisenti,"['ጓደኞቼ', 'ትዎነ', 'ውሰ', 'ቅልት', 'የፍርሃት', 'ጊዜ', 'ልዋቸሻይ', 'ንምለ', 'ናእ']",ጓደኞቼ ትዎነ ውሰ ቅልት የፍርሃት ጊዜ ልዋቸሻይ ንምለ ናእ
BBC News አማርኛ - በኬንያ በአውቶብስ ላይ በተፈፀመ ጥቃት የሦስት ሰዎች ሕይወት አለፈ,negative,1,afrisenti,"['BBC', 'News', 'አማርኛ', 'በኬንያ', 'በአውቶብስ', 'በተፈጸመ', 'ጥቃት', 'የሦስት', 'ህይወት', 'አለፈ']",BBC News አማርኛ በኬንያ በአውቶብስ በተፈጸመ ጥቃት የሦስት ህይወት አለፈ
ለምን አይወገዱም ባለቤት የላላቸው?,negative,1,afrisenti,"['ለምን', 'አይወገዱም', 'ባለቤት', 'የላላቸው']",ለምን አይወገዱም ባለቤት የላላቸው
አባትህ ኤርትራን ለማጥፋት ቆቦሮ ጉድጋድ ውስጥ ቅዘኑን ቀዝኖ እዛው ተቀበረ አንተም ሻንቅላ ጋላ ምስኪኑ የኢትዬጵያ ህዝብ ድጋሚ እሳት ውስጥ ልትከተው ስለፈለክ ይ…,negative,1,afrisenti,"['አባትህ', 'ኤርትራን', 'ለማጥፋት', 'ቆቦሮ', 'ጉድጋድ', 'ቅዘኑን', 'ቀዝኖ', 'እዛው', 'ተቀበረ', 'አንተም', 'ሻንቅላ', 'ጋላ', 'ምስኪኑ', 'የኢትዬጵያ', 'ህዝብ', 'ድጋሚ', 'እሳት', 'ልትከተው', 'ስለፈለክ', 'ይ']",አባትህ ኤርትራን ለማጥፋት ቆቦሮ ጉድጋድ ቅዘኑን ቀዝኖ እዛው ተቀበረ አንተም ሻንቅላ ጋላ ምስኪኑ የኢትዬጵያ ህዝብ ድጋሚ እሳት ልትከተው ስለፈለክ ይ
በስማም! ቡቱቱ እብድ,negative,1,afrisenti,"['በስማም', 'ቡቱቱ', 'እብድ']",በስማም ቡቱቱ እብድ
የሀገሪቱን ከፍተኛ ስልጣን ይዞ ሴቶች ሰደፈሩና ሲገደሉ ጆሮ ዳባ ልበስ ካለ ይልቅ አንድን ሴት ወፈርሽ፣ ተስማምቶሻል ያለ ሰው ይበልጥ ይወገዛል,negative,1,afrisenti,"['የሃገሪቱን', 'ከፍተኛ', 'ስልጣን', 'ይዞ', 'ሴቶች', 'ሰደፈሩና', 'ሲገደሉ', 'ጆሮ', 'ዳባ', 'ልበስ', 'ካለ', 'ይልቅ', 'አንድን', 'ሴት', 'ወፈርሽ፣', 'ተስማምቶሻል', 'ያለ', 'ይበልጥ', 'ይወገዛል']",የሃገሪቱን ከፍተኛ ስልጣን ይዞ ሴቶች ሰደፈሩና ሲገደሉ ጆሮ ዳባ ልበስ ካለ ይልቅ አንድን ሴት ወፈርሽ፣ ተስማምቶሻል ያለ ይበልጥ ይወገዛል
